Query ID==========> 12
Rank Document_ID Document_score Relevance_level Precision Recall NDCG
74.0 CACM-3087 3.836409137323619 0.0 0.05405405405405406 0.8 0.698860179515003
75.0 CACM-1464 3.8138232037223525 0.0 0.05333333333333334 0.8 0.698860179515003
76.0 CACM-1951 3.811538878553905 0.0 0.05263157894736842 0.8 0.698860179515003
77.0 CACM-2950 3.8052903220852734 0.0 0.05194805194805195 0.8 0.698860179515003
78.0 CACM-1533 3.8034234606741704 0.0 0.05128205128205128 0.8 0.698860179515003
79.0 CACM-252 3.796289140923755 0.0 0.05063291139240506 0.8 0.698860179515003
80.0 CACM-1108 3.795925214954096 0.0 0.05 0.8 0.698860179515003
81.0 CACM-202 3.789123430711286 0.0 0.04938271604938271 0.8 0.698860179515003
82.0 CACM-1751 3.771957809035694 0.0 0.04878048780487805 0.8 0.698860179515003
83.0 CACM-2219 3.764803699034754 0.0 0.04819277108433735 0.8 0.698860179515003
84.0 CACM-2536 3.7615777534350805 0.0 0.047619047619047616 0.8 0.698860179515003
85.0 CACM-1034 3.74695328474057 0.0 0.047058823529411764 0.8 0.698860179515003
86.0 CACM-2151 3.7456821856402476 0.0 0.046511627906976744 0.8 0.698860179515003
87.0 CACM-1924 3.743264032704412 0.0 0.04597701149425287 0.8 0.698860179515003
88.0 CACM-2618 3.7238842687744094 0.0 0.045454545454545456 0.8 0.698860179515003
89.0 CACM-2681 3.72114729986483 0.0 0.0449438202247191 0.8 0.698860179515003
90.0 CACM-1226 3.6968531779329608 0.0 0.044444444444444446 0.8 0.698860179515003
91.0 CACM-3023 3.6848478767107715 0.0 0.04395604395604396 0.8 0.698860179515003
92.0 CACM-2741 3.673805909373442 0.0 0.043478260869565216 0.8 0.698860179515003
93.0 CACM-2624 3.673805909373442 0.0 0.043010752688172046 0.8 0.698860179515003
94.0 CACM-2065 3.6591067385261526 0.0 0.0425531914893617 0.8 0.698860179515003
95.0 CACM-2105 3.641657916353507 0.0 0.042105263157894736 0.8 0.698860179515003
96.0 CACM-2358 3.6319776657327014 0.0 0.041666666666666664 0.8 0.698860179515003
97.0 CACM-1960 3.6266303566156055 0.0 0.041237113402061855 0.8 0.698860179515003
98.0 CACM-1652 3.62294370302158 0.0 0.04081632653061224 0.8 0.698860179515003
99.0 CACM-2621 3.595499699462545 0.0 0.04040404040404041 0.8 0.698860179515003
100.0 CACM-2582 3.5837309785746614 0.0 0.04 0.8 0.698860179515003
Query ID==========> 13
Rank Document_ID Document_score Relevance_level Precision Recall NDCG
1.0 CACM-2530 12.210559012735867 0.0 0.0 0.0 0.0
2.0 CACM-2748 11.935877785524934 0.0 0.0 0.0 0.0
3.0 CACM-2491 11.728198156102664 0.0 0.0 0.0 0.0
4.0 CACM-1947 11.01930200291385 1.0 0.25 0.09090909090909091 0.1596969716198995
5.0 CACM-2559 10.097618906188485 0.0 0.2 0.09090909090909091 0.14038609443307223
6.0 CACM-2897 9.962952988699424 1.0 0.3333333333333333 0.18181818181818182 0.22460731655903238
7.0 CACM-1795 9.700481325500517 1.0 0.42857142857142855 0.2727272727272727 0.288770349658364
8.0 CACM-2495 9.634504699014345 1.0 0.5 0.36363636363636365 0.3398864705187355
9.0 CACM-2033 9.157707265986849 0.0 0.4444444444444444 0.36363636363636365 0.31824056123752636
10.0 CACM-2856 8.677537871648642 0.0 0.4 0.36363636363636365 0.30000855917627456
11.0 CACM-2863 8.514163750885466 0.0 0.36363636363636365 0.36363636363636365 0.2843648334103526
12.0 CACM-2680 8.45038803951996 0.0 0.3333333333333333 0.36363636363636365 0.2843648334103526
13.0 CACM-1886 8.185110004741368 0.0 0.3076923076923077 0.36363636363636365 0.2843648334103526
14.0 CACM-1807 8.139703590222423 1.0 0.35714285714285715 0.45454545454545453 0.33174405658067163
15.0 CACM-2716 8.037547770262398 0.0 0.3333333333333333 0.45454545454545453 0.33174405658067163
16.0 CACM-3080 8.020445908098628 0.0 0.3125 0.45454545454545453 0.33174405658067163
17.0 CACM-2701 7.964293112095154 0.0 0.29411764705882354 0.45454545454545453 0.33174405658067163
18.0 CACM-3005 7.913631252582458 0.0 0.2777777777777778 0.45454545454545453 0.33174405658067163
19.0 CACM-2586 7.798817522438143 0.0 0.2631578947368421 0.45454545454545453 0.33174405658067163
20.0 CACM-2537 7.74715882958481 0.0 0.25 0.45454545454545453 0.33174405658067163
21.0 CACM-2801 7.74465474394273 0.0 0.23809523809523808 0.45454545454545453 0.33174405658067163
22.0 CACM-3129 7.728488461081736 0.0 0.22727272727272727 0.45454545454545453 0.33174405658067163
23.0 CACM-3113 7.654359179735167 0.0 0.21739130434782608 0.45454545454545453 0.33174405658067163
24.0 CACM-3033 7.564443749221637 0.0 0.20833333333333334 0.45454545454545453 0.33174405658067163
25.0 CACM-1901 7.499297432513806 0.0 0.2 0.45454545454545453 0.33174405658067163
26.0 CACM-2834 7.473671835775222 0.0 0.19230769230769232 0.45454545454545453 0.33174405658067163
27.0 CACM-1223 7.437298697224049 1.0 0.2222222222222222 0.5454545454545454 0.36968176140727427
28.0 CACM-2944 7.324927160981361 0.0 0.21428571428571427 0.5454545454545454 0.36968176140727427
29.0 CACM-2598 7.2893720786161476 0.0 0.20689655172413793 0.5454545454545454 0.36968176140727427
30.0 CACM-405 7.236359422388217 0.0 0.2 0.5454545454545454 0.36968176140727427
31.0 CACM-2648 7.195413135614096 0.0 0.1935483870967742 0.5454545454545454 0.36968176140727427
32.0 CACM-3099 7.165324696110797 0.0 0.1875 0.5454545454545454 0.36968176140727427
33.0 CACM-2929 7.131035343074324 0.0 0.18181818181818182 0.5454545454545454 0.36968176140727427
34.0 CACM-2904 6.793028344835244 0.0 0.17647058823529413 0.5454545454545454 0.36968176140727427
35.0 CACM-1973 6.767716616165025 0.0 0.17142857142857143 0.5454545454545454 0.36968176140727427
36.0 CACM-3054 6.756585226672906 0.0 0.16666666666666666 0.5454545454545454 0.36968176140727427
37.0 CACM-3171 6.667410212456522 0.0 0.16216216216216217 0.5454545454545454 0.36968176140727427
38.0 CACM-2816 6.619172454424042 0.0 0.15789473684210525 0.5454545454545454 0.36968176140727427
39.0 CACM-3106 6.612924627968258 0.0 0.15384615384615385 0.5454545454545454 0.36968176140727427
40.0 CACM-2819 6.555349466579782 0.0 0.15 0.5454545454545454 0.36968176140727427
41.0 CACM-1195 6.506615219189474 0.0 0.14634146341463414 0.5454545454545454 0.36968176140727427
42.0 CACM-2885 6.3923878800176315 0.0 0.14285714285714285 0.5454545454545454 0.36968176140727427
43.0 CACM-3103 6.34461334787566 0.0 0.13953488372093023 0.5454545454545454 0.36968176140727427
44.0 CACM-1542 6.320098801003794 0.0 0.13636363636363635 0.5454545454545454 0.36968176140727427
45.0 CACM-2253 6.2186432702739625 0.0 0.13333333333333333 0.5454545454545454 0.36968176140727427
46.0 CACM-2623 6.173530983924731 0.0 0.13043478260869565 0.5454545454545454 0.36968176140727427
47.0 CACM-2490 6.074379397567867 0.0 0.1276595744680851 0.5454545454545454 0.36968176140727427
48.0 CACM-2855 6.024803045182075 0.0 0.125 0.5454545454545454 0.36968176140727427
49.0 CACM-124 5.896806087292264 0.0 0.12244897959183673 0.5454545454545454 0.36968176140727427
50.0 CACM-1235 5.891655176446332 0.0 0.12 0.5454545454545454 0.36968176140727427
51.0 CACM-940 5.823173309631376 0.0 0.11764705882352941 0.5454545454545454 0.36968176140727427
52.0 CACM-1552 5.797424354972836 0.0 0.11538461538461539 0.5454545454545454 0.36968176140727427
53.0 CACM-1694 5.777526001960572 0.0 0.11320754716981132 0.5454545454545454 0.36968176140727427
54.0 CACM-3057 5.673626001082209 0.0 0.1111111111111111 0.5454545454545454 0.36968176140727427
55.0 CACM-3053 5.665801518454094 0.0 0.10909090909090909 0.5454545454545454 0.36968176140727427
56.0 CACM-2220 5.643082272643527 0.0 0.10714285714285714 0.5454545454545454 0.36968176140727427
57.0 CACM-867 5.6136083575614 0.0 0.10526315789473684 0.5454545454545454 0.36968176140727427
58.0 CACM-2711 5.596512751862592 0.0 0.10344827586206896 0.5454545454545454 0.36968176140727427
59.0 CACM-2858 5.581122139677371 0.0 0.1016949152542373 0.5454545454545454 0.36968176140727427
60.0 CACM-2078 5.571662336630422 0.0 0.1 0.5454545454545454 0.36968176140727427
61.0 CACM-2745 5.551212479817301 0.0 0.09836065573770492 0.5454545454545454 0.36968176140727427
62.0 CACM-2464 5.528542528770178 0.0 0.0967741935483871 0.5454545454545454 0.36968176140727427
63.0 CACM-2423 5.525441325189894 0.0 0.09523809523809523 0.5454545454545454 0.36968176140727427
64.0 CACM-1564 5.467233324842973 0.0 0.09375 0.5454545454545454 0.36968176140727427
65.0 CACM-3072 5.3552234476930245 0.0 0.09230769230769231 0.5454545454545454 0.36968176140727427
66.0 CACM-2787 5.353861343718236 0.0 0.09090909090909091 0.5454545454545454 0.36968176140727427
67.0 CACM-2389 5.320216243342222 0.0 0.08955223880597014 0.5454545454545454 0.36968176140727427
68.0 CACM-1655 5.294160962871722 0.0 0.08823529411764706 0.5454545454545454 0.36968176140727427
69.0 CACM-3074 5.287843784411292 0.0 0.08695652173913043 0.5454545454545454 0.36968176140727427
70.0 CACM-1066 5.270541564603547 0.0 0.08571428571428572 0.5454545454545454 0.36968176140727427
71.0 CACM-2185 5.250804627276956 0.0 0.08450704225352113 0.5454545454545454 0.36968176140727427
72.0 CACM-1999 5.213358196752999 0.0 0.08333333333333333 0.5454545454545454 0.36968176140727427
73.0 CACM-1566 5.209650412311614 0.0 0.0821917808219178 0.5454545454545454 0.36968176140727427
74.0 CACM-2374 5.182887836040422 0.0 0.08108108108108109 0.5454545454545454 0.36968176140727427
75.0 CACM-1231 5.173607091069798 1.0 0.09333333333333334 0.6363636363636364 0.3986422316832872
76.0 CACM-3110 5.15190359966161 0.0 0.09210526315789473 0.6363636363636364 0.3986422316832872
77.0 CACM-2651 5.060865261343393 0.0 0.09090909090909091 0.6363636363636364 0.3986422316832872
78.0 CACM-1369 5.022497368040837 0.0 0.08974358974358974 0.6363636363636364 0.3986422316832872
79.0 CACM-1389 4.966168312542391 0.0 0.08860759493670886 0.6363636363636364 0.3986422316832872
80.0 CACM-2964 4.960546068697142 0.0 0.0875 0.6363636363636364 0.3986422316832872
81.0 CACM-1362 4.952407597870181 0.0 0.08641975308641975 0.6363636363636364 0.3986422316832872
82.0 CACM-849 4.940118901313768 0.0 0.08536585365853659 0.6363636363636364 0.3986422316832872
83.0 CACM-48 4.92030061799207 0.0 0.08433734939759036 0.6363636363636364 0.3986422316832872
84.0 CACM-1670 4.907954652313113 0.0 0.08333333333333333 0.6363636363636364 0.3986422316832872
85.0 CACM-2346 4.885203990579143 0.0 0.08235294117647059 0.6363636363636364 0.3986422316832872
86.0 CACM-1134 4.880914521093942 0.0 0.08139534883720931 0.6363636363636364 0.3986422316832872
87.0 CACM-1756 4.867911927220826 0.0 0.08045977011494253 0.6363636363636364 0.3986422316832872
88.0 CACM-3169 4.864221396731637 0.0 0.07954545454545454 0.6363636363636364 0.3986422316832872
89.0 CACM-2857 4.862765211431876 0.0 0.07865168539325842 0.6363636363636364 0.3986422316832872
90.0 CACM-1651 4.859904924440403 0.0 0.07777777777777778 0.6363636363636364 0.3986422316832872
91.0 CACM-3067 4.857395830553016 0.0 0.07692307692307693 0.6363636363636364 0.3986422316832872
92.0 CACM-2006 4.850741848848075 0.0 0.07608695652173914 0.6363636363636364 0.3986422316832872
93.0 CACM-2835 4.845236671784258 0.0 0.07526881720430108 0.6363636363636364 0.3986422316832872
94.0 CACM-1652 4.844938579077493 0.0 0.07446808510638298 0.6363636363636364 0.3986422316832872
95.0 CACM-1172 4.836770306230028 0.0 0.07368421052631578 0.6363636363636364 0.3986422316832872
96.0 CACM-2437 4.804067996445893 0.0 0.07291666666666667 0.6363636363636364 0.3986422316832872
97.0 CACM-2729 4.783255928480711 0.0 0.07216494845360824 0.6363636363636364 0.3986422316832872
98.0 CACM-3083 4.7592212894500125 0.0 0.07142857142857142 0.6363636363636364 0.3986422316832872
99.0 CACM-1088 4.759029994274436 0.0 0.0707070707070707 0.6363636363636364 0.3986422316832872
100.0 CACM-2888 4.756836861494009 0.0 0.07 0.6363636363636364 0.3986422316832872
Query ID==========> 19
Rank Document_ID Document_score Relevance_level Precision Recall NDCG
1.0 CACM-2714 6.518863892820776 1.0 1.0 0.09090909090909091 1.0
2.0 CACM-2664 6.361193328239626 1.0 1.0 0.18181818181818182 1.0
3.0 CACM-2973 6.358943029902417 1.0 1.0 0.2727272727272727 1.0
4.0 CACM-2785 6.098958382932746 0.0 0.75 0.2727272727272727 0.8403030283801005
5.0 CACM-2685 5.992669482780828 0.0 0.6 0.2727272727272727 0.7386919056633241
6.0 CACM-2433 5.966053299737788 0.0 0.5 0.2727272727272727 0.6663180938082345
7.0 CACM-950 5.924532967885141 1.0 0.5714285714285714 0.36363636363636365 0.6939299653784159
8.0 CACM-1262 5.837367235321383 0.0 0.5 0.36363636363636365 0.64405717399257
9.0 CACM-2266 5.826888637979669 1.0 0.5555555555555556 0.45454545454545453 0.6667256435827102
10.0 CACM-2700 5.7427868185227124 0.0 0.5 0.45454545454545453 0.6285289308166819
11.0 CACM-2896 5.734134995939526 0.0 0.45454545454545453 0.45454545454545453 0.595754751784453
12.0 CACM-1158 5.690684095895541 0.0 0.4166666666666667 0.45454545454545453 0.595754751784453
13.0 CACM-3075 5.6682837903755425 1.0 0.46153846153846156 0.5454545454545454 0.6445028823529461
14.0 CACM-1828 5.664123880858041 0.0 0.42857142857142855 0.5454545454545454 0.6445028823529461
15.0 CACM-3156 5.620738691215249 1.0 0.4666666666666667 0.6363636363636364 0.6906750272150377
16.0 CACM-1601 5.528016712254266 1.0 0.5 0.7272727272727273 0.7357724068502325
17.0 CACM-1811 5.4988934740730055 0.0 0.47058823529411764 0.7272727272727273 0.7357724068502325
18.0 CACM-141 5.466124803833196 1.0 0.5 0.8181818181818182 0.7790320622345346
19.0 CACM-1302 5.371452115100625 0.0 0.47368421052631576 0.8181818181818182 0.7790320622345346
20.0 CACM-392 5.371452115100625 0.0 0.45 0.8181818181818182 0.7790320622345346
21.0 CACM-1613 5.31427745743464 0.0 0.42857142857142855 0.8181818181818182 0.7790320622345346
22.0 CACM-2182 5.191615674333436 0.0 0.4090909090909091 0.8181818181818182 0.7790320622345346
23.0 CACM-2660 5.148522487448754 0.0 0.391304347826087 0.8181818181818182 0.7790320622345346
24.0 CACM-2557 5.102498609112697 0.0 0.375 0.8181818181818182 0.7790320622345346
25.0 CACM-1367 5.064447245630476 0.0 0.36 0.8181818181818182 0.7790320622345346
26.0 CACM-1795 4.983073777062326 0.0 0.34615384615384615 0.8181818181818182 0.7790320622345346
27.0 CACM-1468 4.9789906013884995 0.0 0.3333333333333333 0.8181818181818182 0.7790320622345346
28.0 CACM-2401 4.948010109371624 0.0 0.32142857142857145 0.8181818181818182 0.7790320622345346
29.0 CACM-2895 4.922871301137722 0.0 0.3103448275862069 0.8181818181818182 0.7790320622345346
30.0 CACM-2952 4.827927446854279 0.0 0.3 0.8181818181818182 0.7790320622345346
31.0 CACM-2342 4.826592300376235 0.0 0.2903225806451613 0.8181818181818182 0.7790320622345346
32.0 CACM-2851 4.709326108197897 0.0 0.28125 0.8181818181818182 0.7790320622345346
33.0 CACM-2865 4.704774915593224 0.0 0.2727272727272727 0.8181818181818182 0.7790320622345346
34.0 CACM-3059 4.611498232649141 0.0 0.2647058823529412 0.8181818181818182 0.7790320622345346
35.0 CACM-3073 4.544178839441205 0.0 0.2571428571428571 0.8181818181818182 0.7790320622345346
36.0 CACM-2195 4.506452008798133 0.0 0.25 0.8181818181818182 0.7790320622345346
37.0 CACM-46 4.46244687332227 0.0 0.24324324324324326 0.8181818181818182 0.7790320622345346
38.0 CACM-2289 4.453733646853855 0.0 0.23684210526315788 0.8181818181818182 0.7790320622345346
39.0 CACM-2570 4.4205671456462055 0.0 0.23076923076923078 0.8181818181818182 0.7790320622345346
40.0 CACM-2080 4.383603036510818 0.0 0.225 0.8181818181818182 0.7790320622345346
41.0 CACM-2175 4.3526139710392995 0.0 0.21951219512195122 0.8181818181818182 0.7790320622345346
42.0 CACM-1846 4.272659883577466 0.0 0.21428571428571427 0.8181818181818182 0.7790320622345346
43.0 CACM-1569 4.234630366138442 0.0 0.20930232558139536 0.8181818181818182 0.7790320622345346
44.0 CACM-1747 4.139588183158981 0.0 0.20454545454545456 0.8181818181818182 0.7790320622345346
45.0 CACM-2838 4.06543980490309 0.0 0.2 0.8181818181818182 0.7790320622345346
46.0 CACM-3044 4.0414876785081 0.0 0.1956521739130435 0.8181818181818182 0.7790320622345346
47.0 CACM-3194 3.8412581149713563 0.0 0.19148936170212766 0.8181818181818182 0.7790320622345346
48.0 CACM-2740 3.782180793577914 0.0 0.1875 0.8181818181818182 0.7790320622345346
49.0 CACM-2311 3.6816561550730333 0.0 0.1836734693877551 0.8181818181818182 0.7790320622345346
50.0 CACM-2727 3.659932158547652 0.0 0.18 0.8181818181818182 0.7790320622345346
51.0 CACM-1854 3.6486892140058633 0.0 0.17647058823529413 0.8181818181818182 0.7790320622345346
52.0 CACM-1008 3.638463027580607 0.0 0.17307692307692307 0.8181818181818182 0.7790320622345346
53.0 CACM-1380 3.5550475134625743 0.0 0.16981132075471697 0.8181818181818182 0.7790320622345346
54.0 CACM-2060 3.412255035181046 0.0 0.16666666666666666 0.8181818181818182 0.7790320622345346
55.0 CACM-1200 3.3991877498281595 0.0 0.16363636363636364 0.8181818181818182 0.7790320622345346
56.0 CACM-2514 3.344206705479924 0.0 0.16071428571428573 0.8181818181818182 0.7790320622345346
57.0 CACM-1471 3.326272817860022 0.0 0.15789473684210525 0.8181818181818182 0.7790320622345346
58.0 CACM-1957 3.280411673605812 0.0 0.15517241379310345 0.8181818181818182 0.7790320622345346
59.0 CACM-3175 3.2489409953509965 1.0 0.1694915254237288 0.9090909090909091 0.8096967680525
60.0 CACM-1554 3.222582865569266 0.0 0.16666666666666666 0.9090909090909091 0.8096967680525
61.0 CACM-2114 3.172844175697651 0.0 0.16393442622950818 0.9090909090909091 0.8096967680525
62.0 CACM-1341 3.156974588205189 0.0 0.16129032258064516 0.9090909090909091 0.8096967680525
63.0 CACM-1603 3.1094951374164594 0.0 0.15873015873015872 0.9090909090909091 0.8096967680525
64.0 CACM-1960 3.078627704372036 0.0 0.15625 0.9090909090909091 0.8096967680525
65.0 CACM-1536 3.063422664677511 0.0 0.15384615384615385 0.9090909090909091 0.8096967680525
66.0 CACM-2376 2.9192440688634074 0.0 0.15151515151515152 0.9090909090909091 0.8096967680525
67.0 CACM-320 2.9055691397249426 0.0 0.14925373134328357 0.9090909090909091 0.8096967680525
68.0 CACM-1959 2.9010501477770516 0.0 0.14705882352941177 0.9090909090909091 0.8096967680525
69.0 CACM-2515 2.828364641422053 0.0 0.14492753623188406 0.9090909090909091 0.8096967680525
70.0 CACM-2898 2.691251515281489 0.0 0.14285714285714285 0.9090909090909091 0.8096967680525
71.0 CACM-2723 2.5903907586396047 0.0 0.14084507042253522 0.9090909090909091 0.8096967680525
72.0 CACM-1325 2.5901079797586117 0.0 0.1388888888888889 0.9090909090909091 0.8096967680525
73.0 CACM-3120 2.568655515161252 0.0 0.136986301369863 0.9090909090909091 0.8096967680525
74.0 CACM-2967 2.5475554898407973 0.0 0.13513513513513514 0.9090909090909091 0.8096967680525
75.0 CACM-1409 2.3452723464548835 0.0 0.13333333333333333 0.9090909090909091 0.8096967680525
76.0 CACM-2497 2.2598263317832994 0.0 0.13157894736842105 0.9090909090909091 0.8096967680525
77.0 CACM-1928 2.165165383723907 0.0 0.12987012987012986 0.9090909090909091 0.8096967680525
78.0 CACM-2692 1.979607673253225 0.0 0.1282051282051282 0.9090909090909091 0.8096967680525
79.0 CACM-2430 0.639232853861655 0.0 0.12658227848101267 0.9090909090909091 0.8096967680525
80.0 CACM-371 0.6351085070634519 0.0 0.125 0.9090909090909091 0.8096967680525
81.0 CACM-1559 0.6339063562203577 0.0 0.12345679012345678 0.9090909090909091 0.8096967680525
82.0 CACM-2090 0.6269409249995455 0.0 0.12195121951219512 0.9090909090909091 0.8096967680525
83.0 CACM-1539 0.6258202851259954 0.0 0.12048192771084337 0.9090909090909091 0.8096967680525
84.0 CACM-2042 0.6207866304808157 0.0 0.11904761904761904 0.9090909090909091 0.8096967680525
85.0 CACM-2146 0.6147372753493077 0.0 0.11764705882352941 0.9090909090909091 0.8096967680525
86.0 CACM-199 0.6102516197103351 0.0 0.11627906976744186 0.9090909090909091 0.8096967680525
87.0 CACM-2884 0.6079717401077693 0.0 0.11494252873563218 0.9090909090909091 0.8096967680525
88.0 CACM-2630 0.6062745181123621 0.0 0.11363636363636363 0.9090909090909091 0.8096967680525
89.0 CACM-2679 0.601872839637309 0.0 0.11235955056179775 0.9090909090909091 0.8096967680525
90.0 CACM-2520 0.5995171497698625 0.0 0.1111111111111111 0.9090909090909091 0.8096967680525
91.0 CACM-2767 0.5992419993806354 0.0 0.10989010989010989 0.9090909090909091 0.8096967680525
92.0 CACM-2509 0.5974709960908257 0.0 0.10869565217391304 0.9090909090909091 0.8096967680525
93.0 CACM-1560 0.5943590505121109 0.0 0.10752688172043011 0.9090909090909091 0.8096967680525
94.0 CACM-1990 0.5943590505121109 0.0 0.10638297872340426 0.9090909090909091 0.8096967680525
95.0 CACM-2348 0.5943590505121109 0.0 0.10526315789473684 0.9090909090909091 0.8096967680525
